sample,genome,taxonomy,source
SRR9161509,SRR9161509__vRhyme_unbinned_273,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Intestiviridae;Endlipuvirus;uncultured phage cr17_1,NCBI RefSeq viral protein searching
SRR9161509,SRR9161509__vRhyme_unbinned_138,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Toutatisvirus;Faecalibacterium phage FP_Toutatis,NCBI RefSeq viral protein searching
SRR9161509,SRR9161509__vRhyme_unbinned_241,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Lughvirus;Faecalibacterium phage FP_Lugh,NCBI RefSeq viral protein searching
SRR9161509,SRR9161509__vRhyme_unbinned_276,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Lagaffevirus;Faecalibacterium phage FP_Lagaffe,NCBI RefSeq viral protein searching
SRR9161509,SRR9161509__vRhyme_unbinned_134,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Lagaffevirus;Faecalibacterium phage FP_Lagaffe,NCBI RefSeq viral protein searching
SRR9161509,SRR9161509__vRhyme_unbinned_264,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Oengusvirus;Faecalibacterium phage FP_oengus,NCBI RefSeq viral protein searching
SRR9161509,SRR9161509__vRhyme_unbinned_247,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Taranisvirus;Faecalibacterium phage FP_Taranis,NCBI RefSeq viral protein searching
SRR9161509,SRR9161509__vRhyme_unbinned_87,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Toutatisvirus;Faecalibacterium phage FP_Toutatis,NCBI RefSeq viral protein searching
SRR9161509,SRR9161509__vRhyme_unbinned_168,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Donellivirus;Bacillus phage G,NCBI RefSeq viral protein searching
SRR9161509,SRR9161509__vRhyme_unbinned_104,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Lagaffevirus;Faecalibacterium phage FP_Lagaffe,NCBI RefSeq viral protein searching
SRR9161509,SRR9161509__vRhyme_unbinned_129,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Toutatisvirus;Faecalibacterium phage FP_Toutatis,NCBI RefSeq viral protein searching
SRR9161509,SRR9161509__vRhyme_unbinned_18,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Lagaffevirus;Faecalibacterium phage FP_Lagaffe,NCBI RefSeq viral protein searching
SRR9161509,SRR9161509__vRhyme_unbinned_125,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Lagaffevirus;Faecalibacterium phage FP_Lagaffe,NCBI RefSeq viral protein searching
SRR9161509,SRR9161509__vRhyme_unbinned_156,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Oengusvirus;Faecalibacterium phage FP_oengus,NCBI RefSeq viral protein searching
SRR9161509,SRR9161509__vRhyme_unbinned_119,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Taranisvirus;Faecalibacterium phage FP_Taranis,NCBI RefSeq viral protein searching
SRR9161509,SRR9161509__vRhyme_unbinned_195,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Brigitvirus;Faecalibacterium phage FP_Brigit,NCBI RefSeq viral protein searching
SRR9161509,SRR9161509__vRhyme_unbinned_236,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Lagaffevirus;Faecalibacterium phage FP_Lagaffe,NCBI RefSeq viral protein searching
SRR9161509,SRR9161509__vRhyme_unbinned_95,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Lagaffevirus;Faecalibacterium phage FP_Lagaffe,NCBI RefSeq viral protein searching
SRR9161509,SRR9161509__vRhyme_unbinned_92,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_246,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_56,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_22,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_306,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_112,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_118,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_240,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_210,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_160,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_266,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_105,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_73,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_53,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_190,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_130,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_108,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_309,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_203,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_321,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_26,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_172,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_345,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_31,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_64,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_34,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_242,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_216,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_300,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_350,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_bin_38,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_338,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_159,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_219,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_59,Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_161,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_46,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_278,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_335,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_133,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_298,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_317,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_150,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_24,Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_206,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_265,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_33,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_136,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_337,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_189,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_8,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_77,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_248,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_333,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_188,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_20,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_174,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_344,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_61,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_186,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_169,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_244,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_197,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_231,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_237,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_91,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_115,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_bin_21,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_43,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_192,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_346,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_171,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_107,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_140,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_12,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_71,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_148,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_310,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_285,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_57,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_98,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_220,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_261,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_200,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_319,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_327,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_70,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_343,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;NA;NA,marker VOG HMM searching
SRR9161509,SRR9161509__vRhyme_unbinned_120,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;NA;NA;NA,vContact2 clustering
SRR9161507,SRR9161507__vRhyme_unbinned_128,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Toutatisvirus;Faecalibacterium phage FP_Toutatis,NCBI RefSeq viral protein searching
SRR9161507,SRR9161507__vRhyme_unbinned_80,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Lughvirus;Faecalibacterium phage FP_Lugh,NCBI RefSeq viral protein searching
SRR9161507,SRR9161507__vRhyme_unbinned_38,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Lughvirus;Faecalibacterium phage FP_Lugh,NCBI RefSeq viral protein searching
SRR9161507,SRR9161507__vRhyme_unbinned_145,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Eponavirus;Faecalibacterium phage FP_Epona,NCBI RefSeq viral protein searching
SRR9161507,SRR9161507__vRhyme_unbinned_74,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Eponavirus;Faecalibacterium phage FP_Epona,NCBI RefSeq viral protein searching
SRR9161507,SRR9161507__vRhyme_unbinned_43,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Toutatisvirus;Faecalibacterium phage FP_Toutatis,NCBI RefSeq viral protein searching
SRR9161507,SRR9161507__vRhyme_unbinned_132,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Riemerella phage RAP44,NCBI RefSeq viral protein searching
SRR9161507,SRR9161507__vRhyme_unbinned_146,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Crevaviridae;Kingevirus;uncultured phage cr13_1,NCBI RefSeq viral protein searching
SRR9161507,SRR9161507__vRhyme_unbinned_89,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_100,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_83,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_5,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_84,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_162,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_bin_13,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_31,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_86,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_8,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_71,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_141,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_160,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_133,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_9,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_112,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_56,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_69,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_155,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_53,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_85,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_51,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_135,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_102,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_111,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_106,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_44,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_91,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_41,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_29,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_167,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_142,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_54,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
SRR9161507,SRR9161507__vRhyme_unbinned_95,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
